FIPS_Code,State,Area_Name,Median_Household_Income_2022
39171,OH,"Williams County, OH",60983
39173,OH,"Wood County, OH",67254
39175,OH,"Wyandot County, OH",65631
40000,OK,Oklahoma,59632
40001,OK,"Adair County, OK",47799
40003,OK,"Alfalfa County, OK",58045
40005,OK,"Atoka County, OK",46160
40007,OK,"Beaver County, OK",64431
40009,OK,"Beckham County, OK",53119
40011,OK,"Blaine County, OK",54616
40013,OK,"Bryan County, OK",53782
40015,OK,"Caddo County, OK",51071
40017,OK,"Canadian County, OK",81761
40019,OK,"Carter County, OK",56052
40021,OK,"Cherokee County, OK",49403
40023,OK,"Choctaw County, OK",41999
40025,OK,"Cimarron County, OK",50900
40027,OK,"Cleveland County, OK",70923
40029,OK,"Coal County, OK",44040
40031,OK,"Comanche County, OK",55600
40033,OK,"Cotton County, OK",51036
40035,OK,"Craig County, OK",48922
40037,OK,"Creek County, OK",57545
40039,OK,"Custer County, OK",54056
40041,OK,"Delaware County, OK",54799
40043,OK,"Dewey County, OK",55444
40045,OK,"Ellis County, OK",54087
40047,OK,"Garfield County, OK",55515
40049,OK,"Garvin County, OK",49245
40051,OK,"Grady County, OK",66930
40053,OK,"Grant County, OK",55657
40055,OK,"Greer County, OK",40545
40057,OK,"Harmon County, OK",41170
40059,OK,"Harper County, OK",65228
40061,OK,"Haskell County, OK",44536
40063,OK,"Hughes County, OK",43773
40065,OK,"Jackson County, OK",53513
40067,OK,"Jefferson County, OK",44188
40069,OK,"Johnston County, OK",48452
40071,OK,"Kay County, OK",53066
40073,OK,"Kingfisher County, OK",73023
40075,OK,"Kiowa County, OK",44959
40077,OK,"Latimer County, OK",42409
40079,OK,"Le Flore County, OK",47026
40081,OK,"Lincoln County, OK",54922
40083,OK,"Logan County, OK",76331
40085,OK,"Love County, OK",64723
40087,OK,"McClain County, OK",75474
40089,OK,"McCurtain County, OK",44465
40091,OK,"McIntosh County, OK",43700
40093,OK,"Major County, OK",63840
40095,OK,"Marshall County, OK",51341
40097,OK,"Mayes County, OK",50174
40099,OK,"Murray County, OK",60307
40101,OK,"Muskogee County, OK",53035
40103,OK,"Noble County, OK",61415
40105,OK,"Nowata County, OK",54339
40107,OK,"Okfuskee County, OK",43544
40109,OK,"Oklahoma County, OK",61580
40111,OK,"Okmulgee County, OK",45754
40113,OK,"Osage County, OK",58677
40115,OK,"Ottawa County, OK",47855
40117,OK,"Pawnee County, OK",54690
40119,OK,"Payne County, OK",51236
40121,OK,"Pittsburg County, OK",47930
40123,OK,"Pontotoc County, OK",56077
40125,OK,"Pottawatomie County, OK",52695
40127,OK,"Pushmataha County, OK",39267
40129,OK,"Roger Mills County, OK",55183
40131,OK,"Rogers County, OK",72952
40133,OK,"Seminole County, OK",44114
40135,OK,"Sequoyah County, OK",47450
40137,OK,"Stephens County, OK",55309
40139,OK,"Texas County, OK",60719
40141,OK,"Tillman County, OK",44333
40143,OK,"Tulsa County, OK",63442
40145,OK,"Wagoner County, OK",73851
40147,OK,"Washington County, OK",61704
40149,OK,"Washita County, OK",54789
40151,OK,"Woods County, OK",54020
40153,OK,"Woodward County, OK",61248
41000,OR,Oregon,75638
41001,OR,"Baker County, OR",54382
41003,OR,"Benton County, OR",70117
41005,OR,"Clackamas County, OR",96915
41007,OR,"Clatsop County, OR",63667
41009,OR,"Columbia County, OR",77572
41011,OR,"Coos County, OR",55983
41013,OR,"Crook County, OR",69563
41015,OR,"Curry County, OR",54595
41017,OR,"Deschutes County, OR",84281
41019,OR,"Douglas County, OR",55837
41021,OR,"Gilliam County, OR",69038
41023,OR,"Grant County, OR",58348
41025,OR,"Harney County, OR",56001
41027,OR,"Hood River County, OR",75818
41029,OR,"Jackson County, OR",68239
41031,OR,"Jefferson County, OR",65600
41033,OR,"Josephine County, OR",54983
41035,OR,"Klamath County, OR",54961
41037,OR,"Lake County, OR",54707
41039,OR,"Lane County, OR",64192
41041,OR,"Lincoln County, OR",57216
41043,OR,"Linn County, OR",67265
41045,OR,"Malheur County, OR",49380
41047,OR,"Marion County, OR",70861
41049,OR,"Morrow County, OR",67524
41051,OR,"Multnomah County, OR",79432
41053,OR,"Polk County, OR",77156
41055,OR,"Sherman County, OR",71460
41057,OR,"Tillamook County, OR",64877
41059,OR,"Umatilla County, OR",71012
41061,OR,"Union County, OR",57091
41063,OR,"Wallowa County, OR",61648
41065,OR,"Wasco County, OR",60506
41067,OR,"Washington County, OR",98706
41069,OR,"Wheeler County, OR",49716
41071,OR,"Yamhill County, OR",77969
42000,PA,Pennsylvania,71789
42001,PA,"Adams County, PA",76554
42003,PA,"Allegheny County, PA",71973
42005,PA,"Armstrong County, PA",57609
42007,PA,"Beaver County, PA",67135
42009,PA,"Bedford County, PA",55517
42011,PA,"Berks County, PA",72157
42013,PA,"Blair County, PA",57884
42015,PA,"Bradford County, PA",63529
42017,PA,"Bucks County, PA",105202
42019,PA,"Butler County, PA",81507
42021,PA,"Cambria County, PA",54612
42023,PA,"Cameron County, PA",50338
42025,PA,"Carbon County, PA",64766
42027,PA,"Centre County, PA",67654
42029,PA,"Chester County, PA",117326
42031,PA,"Clarion County, PA",57844
42033,PA,"Clearfield County, PA",59318
42035,PA,"Clinton County, PA",58892
42037,PA,"Columbia County, PA",59127
42039,PA,"Crawford County, PA",54774
42041,PA,"Cumberland County, PA",81295
42043,PA,"Dauphin County, PA",67813
42045,PA,"Delaware County, PA",83856
42047,PA,"Elk County, PA",57570
42049,PA,"Erie County, PA",56489
42051,PA,"Fayette County, PA",51494
42053,PA,"Forest County, PA",43362
42055,PA,"Franklin County, PA",73709
42057,PA,"Fulton County, PA",64405
42059,PA,"Greene County, PA",63082
42061,PA,"Huntingdon County, PA",58170
42063,PA,"Indiana County, PA",53040
42065,PA,"Jefferson County, PA",54248
42067,PA,"Juniata County, PA",62661
42069,PA,"Lackawanna County, PA",61168
42071,PA,"Lancaster County, PA",82434
42073,PA,"Lawrence County, PA",58730
42075,PA,"Lebanon County, PA",69490
42077,PA,"Lehigh County, PA",72590
42079,PA,"Luzerne County, PA",59358
42081,PA,"Lycoming County, PA",61729
42083,PA,"McKean County, PA",58112
42085,PA,"Mercer County, PA",57702
42087,PA,"Mifflin County, PA",57096
42089,PA,"Monroe County, PA",79824
42091,PA,"Montgomery County, PA",106743
42093,PA,"Montour County, PA",76229
42095,PA,"Northampton County, PA",75468
42097,PA,"Northumberland County, PA",57822
42099,PA,"Perry County, PA",67834
42101,PA,"Philadelphia County/city, PA",56385
42103,PA,"Pike County, PA",81886
42105,PA,"Potter County, PA",53935
42107,PA,"Schuylkill County, PA",63680
42109,PA,"Snyder County, PA",62382
42111,PA,"Somerset County, PA",50516
42113,PA,"Sullivan County, PA",59957
42115,PA,"Susquehanna County, PA",63413
42117,PA,"Tioga County, PA",61190
42119,PA,"Union County, PA",65521
42121,PA,"Venango County, PA",52449
42123,PA,"Warren County, PA",56707
42125,PA,"Washington County, PA",70751
42127,PA,"Wayne County, PA",56973
42129,PA,"Westmoreland County, PA",71152
42131,PA,"Wyoming County, PA",67643
42133,PA,"York County, PA",79938
44000,RI,Rhode Island,80873
44001,RI,"Bristol County, RI",101158
44003,RI,"Kent County, RI",84230
44005,RI,"Newport County, RI",92795
44007,RI,"Providence County, RI",74190
44009,RI,"Washington County, RI",99015
45000,SC,South Carolina,64227
45001,SC,"Abbeville County, SC",50325
45003,SC,"Aiken County, SC",67728
45005,SC,"Allendale County, SC",35249
45007,SC,"Anderson County, SC",62708
45009,SC,"Bamberg County, SC",37952
45011,SC,"Barnwell County, SC",45080
45013,SC,"Beaufort County, SC",83687
45015,SC,"Berkeley County, SC",79259
45017,SC,"Calhoun County, SC",55642
45019,SC,"Charleston County, SC",79969
45021,SC,"Cherokee County, SC",50403
45023,SC,"Chester County, SC",53488
45025,SC,"Chesterfield County, SC",44574
45027,SC,"Clarendon County, SC",46202
45029,SC,"Colleton County, SC",47933
45031,SC,"Darlington County, SC",50427
45033,SC,"Dillon County, SC",37752
45035,SC,"Dorchester County, SC",74730
45037,SC,"Edgefield County, SC",61318
45039,SC,"Fairfield County, SC",50743
45041,SC,"Florence County, SC",52650
45043,SC,"Georgetown County, SC",59457
45045,SC,"Greenville County, SC",71833
45047,SC,"Greenwood County, SC",49867
45049,SC,"Hampton County, SC",43987
45051,SC,"Horry County, SC",61375
45053,SC,"Jasper County, SC",61838
45055,SC,"Kershaw County, SC",61015
45057,SC,"Lancaster County, SC",70113
45059,SC,"Laurens County, SC",53847
45061,SC,"Lee County, SC",41583
45063,SC,"Lexington County, SC",73022
45065,SC,"McCormick County, SC",56636
45067,SC,"Marion County, SC",37244
45069,SC,"Marlboro County, SC",39160
45071,SC,"Newberry County, SC",55050
45073,SC,"Oconee County, SC",61716
45075,SC,"Orangeburg County, SC",42209
45077,SC,"Pickens County, SC",55333
45079,SC,"Richland County, SC",61010
45081,SC,"Saluda County, SC",57291
45083,SC,"Spartanburg County, SC",58535
45085,SC,"Sumter County, SC",56937
45087,SC,"Union County, SC",46461
45089,SC,"Williamsburg County, SC",39757
45091,SC,"York County, SC",83692
46000,SD,South Dakota,70597
46003,SD,"Aurora County, SD",61013
46005,SD,"Beadle County, SD",59508
46007,SD,"Bennett County, SD",49152
46009,SD,"Bon Homme County, SD",62963
46011,SD,"Brookings County, SD",71166
46013,SD,"Brown County, SD",71731
46015,SD,"Brule County, SD",60133
46017,SD,"Buffalo County, SD",30659
46019,SD,"Butte County, SD",64528
46021,SD,"Campbell County, SD",65591
46023,SD,"Charles Mix County, SD",54367
46025,SD,"Clark County, SD",62559
46027,SD,"Clay County, SD",55263
46029,SD,"Codington County, SD",65009
46031,SD,"Corson County, SD",39329
46033,SD,"Custer County, SD",75336
46035,SD,"Davison County, SD",63753
46037,SD,"Day County, SD",62786
46039,SD,"Deuel County, SD",77694
46041,SD,"Dewey County, SD",50048
46043,SD,"Douglas County, SD",73934
46045,SD,"Edmunds County, SD",72004
46047,SD,"Fall River County, SD",56976
46049,SD,"Faulk County, SD",60853
46051,SD,"Grant County, SD",70409
46053,SD,"Gregory County, SD",49239
46055,SD,"Haakon County, SD",58799
46057,SD,"Hamlin County, SD",73995
46059,SD,"Hand County, SD",64536
46061,SD,"Hanson County, SD",79488
46063,SD,"Harding County, SD",65168
46065,SD,"Hughes County, SD",79301
46067,SD,"Hutchinson County, SD",64422
46069,SD,"Hyde County, SD",64416
46071,SD,"Jackson County, SD",45190
46073,SD,"Jerauld County, SD",57560
46075,SD,"Jones County, SD",60864
46077,SD,"Kingsbury County, SD",64215
46079,SD,"Lake County, SD",74668
46081,SD,"Lawrence County, SD",67606
46083,SD,"Lincoln County, SD",98387
46085,SD,"Lyman County, SD",54199
46087,SD,"McCook County, SD",70320
46089,SD,"McPherson County, SD",52850
46091,SD,"Marshall County, SD",65643
46093,SD,"Meade County, SD",71106
46095,SD,"Mellette County, SD",44702
46097,SD,"Miner County, SD",64099
46099,SD,"Minnehaha County, SD",75623
46101,SD,"Moody County, SD",70603
46102,SD,"Oglala Lakota County, SD",40683
46103,SD,"Pennington County, SD",67573
46105,SD,"Perkins County, SD",57148
46107,SD,"Potter County, SD",72374
46109,SD,"Roberts County, SD",57788
46111,SD,"Sanborn County, SD",63266
46115,SD,"Spink County, SD",61513
46117,SD,"Stanley County, SD",81788
46119,SD,"Sully County, SD",76192
46121,SD,"Todd County, SD",41862
46123,SD,"Tripp County, SD",55946
46125,SD,"Turner County, SD",74511
46127,SD,"Union County, SD",85677
46129,SD,"Walworth County, SD",57100
46135,SD,"Yankton County, SD",62951
46137,SD,"Ziebach County, SD",40004
47000,TN,Tennessee,65231
47001,TN,"Anderson County, TN",64615
47003,TN,"Bedford County, TN",70185
47005,TN,"Benton County, TN",50635
47007,TN,"Bledsoe County, TN",46207
47009,TN,"Blount County, TN",69713
47011,TN,"Bradley County, TN",62666
47013,TN,"Campbell County, TN",44268
47015,TN,"Cannon County, TN",63155
47017,TN,"Carroll County, TN",52680
47019,TN,"Carter County, TN",48912
47021,TN,"Cheatham County, TN",78437
47023,TN,"Chester County, TN",57732
47025,TN,"Claiborne County, TN",41087
47027,TN,"Clay County, TN",43441
47029,TN,"Cocke County, TN",45361
47031,TN,"Coffee County, TN",56519
47033,TN,"Crockett County, TN",53598
47035,TN,"Cumberland County, TN",53388
47037,TN,"Davidson County, TN",72561
47039,TN,"Decatur County, TN",52294
47041,TN,"DeKalb County, TN",55392
47043,TN,"Dickson County, TN",70192
47045,TN,"Dyer County, TN",53715
47047,TN,"Fayette County, TN",84328
47049,TN,"Fentress County, TN",41147
47051,TN,"Franklin County, TN",61417
47053,TN,"Gibson County, TN",55608
47055,TN,"Giles County, TN",54684
47057,TN,"Grainger County, TN",51951
47059,TN,"Greene County, TN",50410
47061,TN,"Grundy County, TN",44219
47063,TN,"Hamblen County, TN",56734
47065,TN,"Hamilton County, TN",75127
47067,TN,"Hancock County, TN",38024
47069,TN,"Hardeman County, TN",44454
47071,TN,"Hardin County, TN",42573
47073,TN,"Hawkins County, TN",52819
47075,TN,"Haywood County, TN",46351
47077,TN,"Henderson County, TN",53822
47079,TN,"Henry County, TN",51194
47081,TN,"Hickman County, TN",56917
47083,TN,"Houston County, TN",60581
47085,TN,"Humphreys County, TN",58917
47087,TN,"Jackson County, TN",43306
47089,TN,"Jefferson County, TN",60785
47091,TN,"Johnson County, TN",45495
47093,TN,"Knox County, TN",70013
47095,TN,"Lake County, TN",38088
47097,TN,"Lauderdale County, TN",47575
47099,TN,"Lawrence County, TN",55562
47101,TN,"Lewis County, TN",53189
47103,TN,"Lincoln County, TN",61591
47105,TN,"Loudon County, TN",79683
47107,TN,"McMinn County, TN",60950
47109,TN,"McNairy County, TN",49706
47111,TN,"Macon County, TN",56817
47113,TN,"Madison County, TN",57070
47115,TN,"Marion County, TN",58686
47117,TN,"Marshall County, TN",64013
47119,TN,"Maury County, TN",70225
47121,TN,"Meigs County, TN",54257
47123,TN,"Monroe County, TN",56047
47125,TN,"Montgomery County, TN",67478
47127,TN,"Moore County, TN",68086
47129,TN,"Morgan County, TN",59967
47131,TN,"Obion County, TN",50159
47133,TN,"Overton County, TN",52108
47135,TN,"Perry County, TN",46448
47137,TN,"Pickett County, TN",47932
47139,TN,"Polk County, TN",55146
47141,TN,"Putnam County, TN",54996
47143,TN,"Rhea County, TN",59207
47145,TN,"Roane County, TN",63430
47147,TN,"Robertson County, TN",77326
47149,TN,"Rutherford County, TN",77320
47151,TN,"Scott County, TN",44599
47153,TN,"Sequatchie County, TN",56264
47155,TN,"Sevier County, TN",59530
47157,TN,"Shelby County, TN",61452
47159,TN,"Smith County, TN",63960
47161,TN,"Stewart County, TN",60242
47163,TN,"Sullivan County, TN",54361
47165,TN,"Sumner County, TN",87453
47167,TN,"Tipton County, TN",68778
47169,TN,"Trousdale County, TN",58584
47171,TN,"Unicoi County, TN",52260
47173,TN,"Union County, TN",51169
47175,TN,"Van Buren County, TN",50260
47177,TN,"Warren County, TN",52520
47179,TN,"Washington County, TN",64270
47181,TN,"Wayne County, TN",48321
47183,TN,"Weakley County, TN",49815
47185,TN,"White County, TN",49411
47187,TN,"Williamson County, TN",133486
47189,TN,"Wilson County, TN",88462
48000,TX,Texas,72279
48001,TX,"Anderson County, TX",60800
48003,TX,"Andrews County, TX",68998
48005,TX,"Angelina County, TX",56825
48007,TX,"Aransas County, TX",60523
48009,TX,"Archer County, TX",72062
48011,TX,"Armstrong County, TX",67548
48013,TX,"Atascosa County, TX",59817
48015,TX,"Austin County, TX",68630
48017,TX,"Bailey County, TX",52751
48019,TX,"Bandera County, TX",69284
48021,TX,"Bastrop County, TX",73403
48023,TX,"Baylor County, TX",49059
48025,TX,"Bee County, TX",48176
48027,TX,"Bell County, TX",62412
48029,TX,"Bexar County, TX",65839
48031,TX,"Blanco County, TX",82236
48033,TX,"Borden County, TX",75186
48035,TX,"Bosque County, TX",61048
48037,TX,"Bowie County, TX",52460
48039,TX,"Brazoria County, TX",86197
48041,TX,"Brazos County, TX",60355
48043,TX,"Brewster County, TX",52388
48045,TX,"Briscoe County, TX",53208
48047,TX,"Brooks County, TX",35359
48049,TX,"Brown County, TX",53455
48051,TX,"Burleson County, TX",62095
48053,TX,"Burnet County, TX",74897
48055,TX,"Caldwell County, TX",60833
48057,TX,"Calhoun County, TX",62742
48059,TX,"Callahan County, TX",63836
48061,TX,"Cameron County, TX",49583
48063,TX,"Camp County, TX",52919
48065,TX,"Carson County, TX",71902
48067,TX,"Cass County, TX",54276
48069,TX,"Castro County, TX",59958
48071,TX,"Chambers County, TX",102146
48073,TX,"Cherokee County, TX",50351
48075,TX,"Childress County, TX",49200
48077,TX,"Clay County, TX",66085
48079,TX,"Cochran County, TX",45766
48081,TX,"Coke County, TX",43774
48083,TX,"Coleman County, TX",45834
48085,TX,"Collin County, TX",113943
48087,TX,"Collingsworth County, TX",52093
48089,TX,"Colorado County, TX",59711
48091,TX,"Comal County, TX",92979
48093,TX,"Comanche County, TX",51559
48095,TX,"Concho County, TX",51191
48097,TX,"Cooke County, TX",66466
48099,TX,"Coryell County, TX",63428
48101,TX,"Cottle County, TX",45351
48103,TX,"Crane County, TX",67889
48105,TX,"Crockett County, TX",71851
48107,TX,"Crosby County, TX",46457
48109,TX,"Culberson County, TX",52160
48111,TX,"Dallam County, TX",61636
48113,TX,"Dallas County, TX",70871
48115,TX,"Dawson County, TX",48801
48117,TX,"Deaf Smith County, TX",55565
48119,TX,"Delta County, TX",54587
48121,TX,"Denton County, TX",102711
48123,TX,"DeWitt County, TX",55525
48125,TX,"Dickens County, TX",47074
48127,TX,"Dimmit County, TX",44312
48129,TX,"Donley County, TX",44866
48131,TX,"Duval County, TX",40539
48133,TX,"Eastland County, TX",53351
48135,TX,"Ector County, TX",64868
48137,TX,"Edwards County, TX",50752
48139,TX,"Ellis County, TX",89314
48141,TX,"El Paso County, TX",53441
48143,TX,"Erath County, TX",60093
48145,TX,"Falls County, TX",47534
48147,TX,"Fannin County, TX",60959
48149,TX,"Fayette County, TX",70476
48151,TX,"Fisher County, TX",57867
48153,TX,"Floyd County, TX",45784
48155,TX,"Foard County, TX",47657
48157,TX,"Fort Bend County, TX",105583
48159,TX,"Franklin County, TX",56623
48161,TX,"Freestone County, TX",56372
48163,TX,"Frio County, TX",46769
48165,TX,"Gaines County, TX",62465
48167,TX,"Galveston County, TX",75947
48169,TX,"Garza County, TX",50255
48171,TX,"Gillespie County, TX",77013
48173,TX,"Glasscock County, TX",96533
48175,TX,"Goliad County, TX",62841
48177,TX,"Gonzales County, TX",57523
48179,TX,"Gray County, TX",50648
48181,TX,"Grayson County, TX",66141
48183,TX,"Gregg County, TX",60932
48185,TX,"Grimes County, TX",61188
48187,TX,"Guadalupe County, TX",86043
48189,TX,"Hale County, TX",49571
48191,TX,"Hall County, TX",40677
48193,TX,"Hamilton County, TX",59753
48195,TX,"Hansford County, TX",69064
48197,TX,"Hardeman County, TX",49539
48199,TX,"Hardin County, TX",70432
48201,TX,"Harris County, TX",68748
48203,TX,"Harrison County, TX",64636
48205,TX,"Hartley County, TX",84165
48207,TX,"Haskell County, TX",48587
48209,TX,"Hays County, TX",89074
48211,TX,"Hemphill County, TX",73212
48213,TX,"Henderson County, TX",62843
48215,TX,"Hidalgo County, TX",48825
48217,TX,"Hill County, TX",57566
48219,TX,"Hockley County, TX",56923
48221,TX,"Hood County, TX",75545
48223,TX,"Hopkins County, TX",64249
48225,TX,"Houston County, TX",49741
48227,TX,"Howard County, TX",59598
48229,TX,"Hudspeth County, TX",39582
48231,TX,"Hunt County, TX",68019
48233,TX,"Hutchinson County, TX",65019
48235,TX,"Irion County, TX",77768
48237,TX,"Jack County, TX",54132
48239,TX,"Jackson County, TX",61953
48241,TX,"Jasper County, TX",50763
48243,TX,"Jeff Davis County, TX",58285
48245,TX,"Jefferson County, TX",55065
48247,TX,"Jim Hogg County, TX",43782
48249,TX,"Jim Wells County, TX",48252
48251,TX,"Johnson County, TX",76747
48253,TX,"Jones County, TX",51894
48255,TX,"Karnes County, TX",61860
48257,TX,"Kaufman County, TX",92814
48259,TX,"Kendall County, TX",120238
48261,TX,"Kenedy County, TX",43274
48263,TX,"Kent County, TX",58118
48265,TX,"Kerr County, TX",59619
48267,TX,"Kimble County, TX",51851
48269,TX,"King County, TX",87856
48271,TX,"Kinney County, TX",52609
48273,TX,"Kleberg County, TX",51342
48275,TX,"Knox County, TX",47207
48277,TX,"Lamar County, TX",62620
48279,TX,"Lamb County, TX",53008
48281,TX,"Lampasas County, TX",67917
48283,TX,"La Salle County, TX",40555
48285,TX,"Lavaca County, TX",58400
48287,TX,"Lee County, TX",65911
48289,TX,"Leon County, TX",56749
48291,TX,"Liberty County, TX",61880
48293,TX,"Limestone County, TX",51357
48295,TX,"Lipscomb County, TX",70236
48297,TX,"Live Oak County, TX",58576
48299,TX,"Llano County, TX",59528
48301,TX,"Loving County, TX",94716
48303,TX,"Lubbock County, TX",59138
48305,TX,"Lynn County, TX",56754
48307,TX,"McCulloch County, TX",45915
48309,TX,"McLennan County, TX",63160
48311,TX,"McMullen County, TX",67525
48313,TX,"Madison County, TX",53906
48315,TX,"Marion County, TX",47720
48317,TX,"Martin County, TX",73315
48319,TX,"Mason County, TX",59129
48321,TX,"Matagorda County, TX",58380
48323,TX,"Maverick County, TX",43407
48325,TX,"Medina County, TX",70313
48327,TX,"Menard County, TX",44145
48329,TX,"Midland County, TX",81187
48331,TX,"Milam County, TX",54667
48333,TX,"Mills County, TX",58068
48335,TX,"Mitchell County, TX",48378
48337,TX,"Montague County, TX",57076
48339,TX,"Montgomery County, TX",95241
48341,TX,"Moore County, TX",66583
48343,TX,"Morris County, TX",49847
48345,TX,"Motley County, TX",46320
48347,TX,"Nacogdoches County, TX",51708
48349,TX,"Navarro County, TX",50822
48351,TX,"Newton County, TX",47804
48353,TX,"Nolan County, TX",50579
48355,TX,"Nueces County, TX",60250
48357,TX,"Ochiltree County, TX",69383
48359,TX,"Oldham County, TX",66411
48361,TX,"Orange County, TX",63901
48363,TX,"Palo Pinto County, TX",56809
48365,TX,"Panola County, TX",59772
48367,TX,"Parker County, TX",95277
48369,TX,"Parmer County, TX",57786
48371,TX,"Pecos County, TX",54003
48373,TX,"Polk County, TX",58894
48375,TX,"Potter County, TX",51028
48377,TX,"Presidio County, TX",43666
48379,TX,"Rains County, TX",45419
48381,TX,"Randall County, TX",77066
48383,TX,"Reagan County, TX",83195
48385,TX,"Real County, TX",49467
48387,TX,"Red River County, TX",47081
48389,TX,"Reeves County, TX",53969
48391,TX,"Refugio County, TX",50936
48393,TX,"Roberts County, TX",70814
48395,TX,"Robertson County, TX",57796
48397,TX,"Rockwall County, TX",124291
48399,TX,"Runnels County, TX",52729
48401,TX,"Rusk County, TX",55085
48403,TX,"Sabine County, TX",50564
48405,TX,"San Augustine County, TX",49591
48407,TX,"San Jacinto County, TX",57855
48409,TX,"San Patricio County, TX",62919
48411,TX,"San Saba County, TX",51350
48413,TX,"Schleicher County, TX",54168
48415,TX,"Scurry County, TX",60387
48417,TX,"Shackelford County, TX",64690
48419,TX,"Shelby County, TX",51551
48421,TX,"Sherman County, TX",73395
48423,TX,"Smith County, TX",67978
48425,TX,"Somervell County, TX",75568
48427,TX,"Starr County, TX",35758
48429,TX,"Stephens County, TX",50710
48431,TX,"Sterling County, TX",75895
48433,TX,"Stonewall County, TX",53153
48435,TX,"Sutton County, TX",68838
48437,TX,"Swisher County, TX",52148
48439,TX,"Tarrant County, TX",76285
48441,TX,"Taylor County, TX",61798
48443,TX,"Terrell County, TX",47969
48445,TX,"Terry County, TX",46998
48447,TX,"Throckmorton County, TX",50997
48449,TX,"Titus County, TX",58411
48451,TX,"Tom Green County, TX",60348
48453,TX,"Travis County, TX",95151
48455,TX,"Trinity County, TX",49629
48457,TX,"Tyler County, TX",50722
48459,TX,"Upshur County, TX",59690
48461,TX,"Upton County, TX",61607
48463,TX,"Uvalde County, TX",48427
48465,TX,"Val Verde County, TX",52593
48467,TX,"Van Zandt County, TX",57706
48469,TX,"Victoria County, TX",67905
48471,TX,"Walker County, TX",53301
48473,TX,"Waller County, TX",75223
48475,TX,"Ward County, TX",60775
48477,TX,"Washington County, TX",66911
48479,TX,"Webb County, TX",56289
48481,TX,"Wharton County, TX",57487
48483,TX,"Wheeler County, TX",55713
48485,TX,"Wichita County, TX",56634
48487,TX,"Wilbarger County, TX",52983
48489,TX,"Willacy County, TX",41648
48491,TX,"Williamson County, TX",101891
48493,TX,"Wilson County, TX",79432
48495,TX,"Winkler County, TX",69775
48497,TX,"Wise County, TX",80096
48499,TX,"Wood County, TX",57504
48501,TX,"Yoakum County, TX",62748
48503,TX,"Young County, TX",58297
48505,TX,"Zapata County, TX",39403
48507,TX,"Zavala County, TX",36237
49000,UT,Utah,88531
49001,UT,"Beaver County, UT",66394
49003,UT,"Box Elder County, UT",79450
49005,UT,"Cache County, UT",76631
49007,UT,"Carbon County, UT",59243
49009,UT,"Daggett County, UT",66427
49011,UT,"Davis County, UT",103143
49013,UT,"Duchesne County, UT",67256
49015,UT,"Emery County, UT",64651
49017,UT,"Garfield County, UT",66786
49019,UT,"Grand County, UT",67218
49021,UT,"Iron County, UT",66499
49023,UT,"Juab County, UT",94181
49025,UT,"Kane County, UT",66609
49027,UT,"Millard County, UT",67318
49029,UT,"Morgan County, UT",119482
49031,UT,"Piute County, UT",54495
49033,UT,"Rich County, UT",71800
49035,UT,"Salt Lake County, UT",91713
49037,UT,"San Juan County, UT",50452
49039,UT,"Sanpete County, UT",65044
49041,UT,"Sevier County, UT",73014
49043,UT,"Summit County, UT",132358
49045,UT,"Tooele County, UT",91353
49047,UT,"Uintah County, UT",67554
49049,UT,"Utah County, UT",95085
49051,UT,"Wasatch County, UT",115793
49053,UT,"Washington County, UT",75572
49055,UT,"Wayne County, UT",63705
49057,UT,"Weber County, UT",83465
50000,VT,Vermont,74555
50001,VT,"Addison County, VT",79526
50003,VT,"Bennington County, VT",69249
50005,VT,"Caledonia County, VT",61554
50007,VT,"Chittenden County, VT",86579
50009,VT,"Essex County, VT",54570
50011,VT,"Franklin County, VT",76395
50013,VT,"Grand Isle County, VT",76260
50015,VT,"Lamoille County, VT",65190
50017,VT,"Orange County, VT",73057
50019,VT,"Orleans County, VT",56818
50021,VT,"Rutland County, VT",61290
50023,VT,"Washington County, VT",77432
50025,VT,"Windham County, VT",61976
50027,VT,"Windsor County, VT",74244
51000,VA,Virginia,85838
51001,VA,"Accomack County, VA",56357
51003,VA,"Albemarle County, VA",94727
51005,VA,"Alleghany County, VA",52412
51007,VA,"Amelia County, VA",65835
51009,VA,"Amherst County, VA",61271
51011,VA,"Appomattox County, VA",62375
51013,VA,"Arlington County, VA",131020
51015,VA,"Augusta County, VA",77487
51017,VA,"Bath County, VA",59763
51019,VA,"Bedford County, VA",71135
51021,VA,"Bland County, VA",55722
51023,VA,"Botetourt County, VA",81122
51025,VA,"Brunswick County, VA",49080
51027,VA,"Buchanan County, VA",39652
51029,VA,"Buckingham County, VA",55965
51031,VA,"Campbell County, VA",63516
51033,VA,"Caroline County, VA",72210
51035,VA,"Carroll County, VA",51111
51036,VA,"Charles City County, VA",67596
51037,VA,"Charlotte County, VA",50151
51041,VA,"Chesterfield County, VA",100149
51043,VA,"Clarke County, VA",106914
51045,VA,"Craig County, VA",62672
51047,VA,"Culpeper County, VA",94287
51049,VA,"Cumberland County, VA",55257
51051,VA,"Dickenson County, VA",43271
51053,VA,"Dinwiddie County, VA",72695
51057,VA,"Essex County, VA",58214
51059,VA,"Fairfax County, VA",144632
51061,VA,"Fauquier County, VA",120301
51063,VA,"Floyd County, VA",62561
51065,VA,"Fluvanna County, VA",88162
51067,VA,"Franklin County, VA",68089
